Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: Three human figures standing near a parked vehicle outdoors at night; the vehicle engine area is warmer than surroundings.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; brake area is slightly warmer after movement; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; cabin window regions are mildly warm; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; metal fences remain cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; road surface is cooler than human bodies; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; bags and equipment stay cooler than hands; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; concrete walls remain cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; vegetation appears cooler; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked sedan residential lane; water surface remains cool; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians patrolling around a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians resting near a parked SUV residential lane; engine bay is warmer than surroundings; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians standing near a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians walking past a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians inspecting a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians crossing near a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians waiting beside a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians moving along a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians talking beside a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
Generate a realistic infrared image as captured by a thermal infrared sensor. The image should resemble raw infrared sensor output, use grayscale only, avoid heatmap style, avoid rainbow/iron pseudo-color, preserve natural thermal contrast and object silhouettes, avoid artistic enhancement. Scene: two pedestrians loading cargo near a parked SUV residential lane; exhaust pipe is warmer than body shell; at night.
